GameID,PostID,FamilyAID,FamilyBID,GameTitle,FastMoneyID,QS_FastMoney_Q1,QS_FastMoney_Q2,QS_FastMoney_Q3,QS_FastMoney_Q4,QS_FastMoney_Q5,QS_FastMoney_Answers
1273,739,1363,1365,"G1: Echebelems v. Scialdones (BOS)(Heather, Jen, Mark, Lindsay & Brett)",6603,: Acc. to single women how many drinks can a guy have on a date before you start to wonder about him?,: Something a person might fall into.,: Who's afraid of _________?,: What part of Christmas do you like the best?,: A place you bring a towel w/ you.,"Chimezie: Two (27), hole/pit (28), the dark (17), gifts (35) & beach (47)
Chinedu: Three (37), relationship, me (4), family (23) & pool
Unsaid #1: Virginia Woolf"
1274,739,1366,1364,"G2: Allens (Surprise)(Katherine, Marilyn, Brian, Julian & Tre) v. McEvillys",6608,": Acc. to the women, name a man's favorite thing to shop for.",: Name the place people are tempted to tell a BIG LIE.,: On the scale how strong's family life in America?,: An occupation that's looking for a few good women.,: A word rhyming w/ â€œhumâ€.,"Brian: Beer (12), work (interview) (28), 7 (16), stripper (7) & mum (5)
Julian: Himself, courtroom (12), 10 & dumb (9)
Unsaid #1s: Car, 5, Marines & bum || "
1275,740,1363,1367,"G1: Echebelems v. Marcums (Washington, OK)(Crystal, Monty, Candace, Caitlyn, & Monty Glenn)",6613,": Acc. to women on the scale, how much of a man magnet are you?",: _____cup,: An animal that's the same color as an elephant.,: Something people air out.,: A nicer way to tell someone to shut up.,"Chimezie: 10 (5), A, rat/mouse (18), car (4) & be quiet (52)
Chinedu: 8 (12), Strap, hippo (25), rm. (17) & hush (5)
Unsaid #1s: 1, Coffee & laundry/clothes"
1276,740,1366,1368,"G2: Allens v. Sabellas (Sari, Tamara, Jordan, Serena & Tao)",6618,": Acc. to the men, name a foreign accent that for some reason turns women on.",: A shiny musical instrument.,: A pet that DOESEN'T do a lot of tricks.,: The strongest part of your body.,: Who should a guy should NEVER tell a girl she reminds him of?,"Serena: French (44), trumpet (28), cat (34), legs/knees (35) & dad
Tao: British (27), clarinet, rabbit, glutes & ex
Unsaid #1: Mom || "
1277,741,1363,1369,"G1: Echebelems v. Ricketsons (Buford, GA)(L.A., Mekinnah, Melinda, Sutton & Nathaniel)",6623,": Other than â€œfuddyâ€, name something that rhymes w/ â€œduddyâ€.",: Tell me the age when a boy goes on his first date.,: Something you'd find in an operating rm.,: Something healthy you might eat for breakfast.,: Something that interrupts people's romantic moments.,"L.A.: Puddy (6), 16 (25), Dr. (26), granola/cereal (39) & kids (42)
Mekinnah: Muddy (36), 14 (14), hemostat/surgical tool (37), banana & parents
Unsaid #1: 15"
1278,741,1370,1368,"G2: McGowans (DET)(Mac, Connie, Tene, Eric & Ski) v. Sabellas",6628,: How much would a gallon of gas cost before it causes you to change your driving habits?,: A food kids fix for themselves.,: Tell me why you might think a man's from Texas.,: Something specific that people grind.,: Something in almost every home that's too small.,"Serena: $5 (38), mac â€˜n cheese (6), cowboy hat (38), teeth (39) & TVs
Tao: $3.25, cereal (38), accent (34), on a person (5) & bedroom (2)
Unsaid #1: Bathroom || "
1279,742,1371,1369,"G1: Keelings (Stone Mtn., GA)(Jamilah, Michelle, Harold, Jennifer & Anthony) v. Ricketsons",6633,: Something a real mouse has that a computer mouse DOESN'T.,: On the scale how fabulous are you?,: Something you DON'T mind giving to others.,: Tiger ______,: Give me a word rhyming w/ â€œflourâ€.,"L.A.: Ears (13), 6 (6), $ (22), Woods (30) & power (52)
Mekinnah: Squeaking, 8 (16), food (20), stripes (7) & tower (16)
Unsaid #1s: Tail & 10"
1280,742,1370.5,1368,"CG: Walkers (Columbia, MD)(Robyn, Brandon, Mycahya, Brandon #2 & Frank) v. Sabellas",6638,: Something you spend a lot more $ on when you were younger.,: Name the evening hr. when bars are most crowded.,: Something you might find in a crack.,: Pocket ______,: Something you might spend your whole first day of retirement doing.,"Mycahya: Toys (2), 11 (24), weed (20), knife (6) & NOTHING
Brandon #1: Shoes/clothes (26), 9 (17), $ (11), watch (33) & fishing (9)
Unsaid #1s: 10, dirt/soil & sleeping || "
1281,743,1372,1369,"G1: Dennises (BAL, MD)(John, Tonya, Ralph, Reggie & Sarge) v. Ricketsons",6643,: On the scale how much do you believe that blondes have more fun?,: Something grandpa wishes he could trade in for a new one.,: A reason you feel nauseous in the morning.,: Something grocery stores get fresh daily.,: Something a judge needs.,"L.A.: 5 (26), grandma (38), pregnant (23), bread (35) & gavel (52)
Mekinnah: 10 (9), dong (29), ate something BAD, produce & robe
Unsaid #1: Hangover"
1282,743,1370.5,1373,"G2: Walkers v. Weavers (DAL)(Coach, Kristi, Lyndsey, Katharine & Chase)",6648,: Tell me how many pancakes you've eaten when you've had one too many.,: Something that makes holes.,: If men wore bras what would be the avg. cup size?,: A red liquid.,: It's always sunny in __ (fill in w/ U.S. state),"Robyn: Three (25), beaver, B (46), Kool-Aid (20) & CA (50)
Brandon: Eight, knife, C (10), fruit juice (13) & HI (3)
Unsaid #1s: Drill & blood || "
1283,744,1374,1369,"G1: Bookers (L.A.)(Taisha, Ava, Johnny, Angela & Katherine) v. Ricketsons",6653,: Something you've stayed up doing the whole night long.,: On the scale how exciting's your mate?,: A kind of bird you see everyday.,: Something you ride on that DOESN'T have a seatbelt.,: A body part you rub baby oil on.,"L.A.: Drinking (14), 10 (21), robin (23), bus (18) & hands (5)
Mekinnah: Homework (10), 8 (18), cardinal (7), bike (31) & legs (43)
Unsaid #1: Watching TV/movies"
1284,744,1370.5,1375,"G2: Walkers v. Telleses (Orange County)(Wayne, Todd, Tim, Tiffany & Danny)",6658,: Someone you hope NEVER says to you â€œYou're NOT gonna like thisâ€.,: Name the age when people start feeling old.,: A word rhyming w/ â€œfiddleâ€.,: A type of berry.,: Something you'd HATE to discover in your pantry.,"Wayne: Dr./dentist (47), 40 (23), riddle (30), straw (45) & rats/mice (48)
Danny: Cop, 50 (16), little, black & mold
Unsaid #1: Middle || "
1285,745,1376,1369,"CG: Carotenutos (Scottsdale)(Rica, Pasquale, Giuseppe, Alessandro & Michael) v. Ricketsons",6663,: Tell me the time you'd probably wake up if your alarm DIDN'T go off.,: Slap_____,: A country whose men DON'T know the meaning of the word â€œfaithfulâ€.,: Something in your home that's big & square.,: A food that people eat right out of the box.,"Rica: 6:30, shot (8), Italy (19), TV (19) & cereal (41)
Giuseppe: 10AM (13), knee, France (24), couch & chips (3)
Unsaid #1s: 8AM, happy & table"
1286,745,1377,1375,"G2: McHenrys (DET)(Becka, Allison, Sandi, Bill & Sandy) v. Telleses",6668,: On the scale how hard is for married couples to remain faithful?,: An occupation in which long workdays are very common.,: When you've had a bad day how do you make it go away?,: A snack kids love beginning w/ P.,: An animal that ISN'T afraid of humans.,"Becka: 5 (26), accounting (4), have a drink (25), popsicles (6) & dog (42)
Allison: 4 (5), construction (5), smile, pudding (4) & lion (12)
Unsaid #1s: Dr. & P.B. || "
1287,746,1376,1379,"G1: Carotenutos v. Holmeses (DET)(Derrick, Nicky, Shanier, Chay & Kevin)",6673,: A tennis player keeps a small ball in their shorts- name a sport where its players CAN'T do that.,: On the scale how much do you like yourself?,: Something a magician probably keeps w/ them at all times.,: You just got FIRED from work- where do you go?,: Something specific a bald guy might save $ on.,"Derrick: Football (40), 10 (38), rabbit (9), unemployment office (12) & hair cream (8)
Kevin: Basketball (31), 5 (4), hat (10), bar (32) & brushes (10)
Unsaid #1s: Deck of cards, home & shampoo"
1288,746,1377,1381,"G2: McHenrys v. Greens (Tulsa)(Mike, Kimberly, Heather, Robert & Nick)",6678,: A punishment parents might give a child for saying a bad word.,: How long does it take for the police to arrive after you've called 'em?,: Tell me a language that would be difficult to learn.,: Your doctor takes your what?,: Something people adopt.,"Becka: Wash out mouth (38), 5min (17), German (3), temperature (31) & pets (47)
Bill: Spanking (7), 10min (29), Chinese (38), blood pressure & children || "
1289,747,1382,1379,"G1: Pollocks (Leawood, KS)(Dani, Ali, Kayla, Lynn & Mike) v. Holmeses",6684,: At the doggy birthday party the clown twists balloons into the shape of what?,: How much weight do you gain over the holidays?,: Tell me the U.S. state that sees the most tourists.,: Something specific you need a ticket to ride on.,: Something that gets fried.,"Derrick: Bones (34), 10 (28), L.A., plane (35) & chicken (51)Â 
Kevin: Dog (13), 15 (3), FL (29), train (42) & fish
Unsaid #1s: Five & CA"
1290,747,1377,1383,"G2: McHenrys v. Glazers (Irvine, CA)(Courtney, Fungai, Jennifer, Kevin & Randi)",6689,: Tell me how many times smokers try to QUIT before they succeed.,: What was the first card game you learned to play?,: A tasty tiny fruit.,: Something that seems to go down in price after you buy it.,: Give me a word rhyming w/ â€œsnailâ€.,"Jennifer: Five (20), UNO (3), grape (24), car (32) & mail/male (46)
Courtney: Six (3- three tied for #1 w/ five), poker (15), peach, bread (3) & pail/pale (17)
Unsaid #1: Go Fish || "
1291,748,1384,1379,"G1: Ebrahimis (L.A.)(Shirley, Maz, Mehryar, Kami & Honey) v. Holmeses",6694,: Acc. to married women when you have a fight w/ your husband what percentage of the time is he WRONG?,: A bird that makes a lot of noise.,: Something you wear you NEVER hang up.,: A place you see a lot of unhappy men.,: United ________,"Derrick: 100% (16), hummingbird (3), socks (19), bar/club (33) & States (56)
Kevin: 90% (8), parrot/parakeet (29), shoes (24), wedding & Nations (10)
Unsaid #1s: 50% & undies"
1292,748,1385,1383,"G2: DiBiases (BOS)(Assunta, Roberta, Caroline, Marina & Robert) v. Glazers",6699,: Tell me a food that's to blame for at least five of your extra lbs.,: Give me a word rhyming w/ â€œblenderâ€.,: Besides golfers something you see on a golf course.,: Something you wish you were born w/ more of.,: Get me out of ______,"Courtney: Pizza (15), fender (22), carts (23), $ (38) & debt (7)
Jennifer: Donuts (5), splendor (3), grass (9), hair (14) & here (60)
Unsaid #1: I.C. || "
1293,749,1386,1379,"M-U: Geists (MIN)(Nicole, Katie, Melissa, Laura & Leslie) v. Holmeses",6705,: Something you might do if another driver cut you off that you'd NEVER do if a police car cut you off.,: What's the latest time you've had dinner?,: End of the _____,: An animal that you see at a county fair.,: A specific food that parents say make kids big & strong.,"Derrick: Get out and holler (18), 9 (26), road (13), elephant (2) & spinach (57)
Kevin: Cut 'em off (7), 10 (23), world (28), goat (5) & broccoli (8)
Unsaid #1s: Flip the finger & pig || "
1294,750,1387,1379,"CG: Walterses (Graceville, MN)(Ashley, Danielle, Chris, Deb & Chuck) v. Holmeses",6711,: When you get on the scale how many lbs. do you subtract for your clothes?,: A body part that gets dry in the Winter.,: Something people like to do around the campfire.,: Something people do when they know they're gonna cry.,: Give me a word rhyming w/ â€œlotionâ€.,"Chris: Seven, hands (36), roast marshmallows (34), grab tissue (36) & motion (52)
Ashley: Three (17), arms (5), drink beer & hug someone
Unsaid #1s: Five, sing & hide face"
1295,750,1388,1383,"G2: Satterwhites (Moreno Valley)(Nancy, Eric, Max, Syd & Robert) v. Glazers",6716,: Something beginning w/ B that you assoc. w/ a dog.,: Something a girl might put on during a beauty pageant.,: On the scale how spoiled are kids these days?,: A kind of insurance policy that you carry.,: A kind of place where BAD singing is good enough.,"Eric: Bone (37), bikini (30), 9 (24), life (26) & karaoke (49)
Nancy: Makeup (34), 8, auto & â€œAmerican Idolâ€
Unsaid #1: 10 || "
1296,751,1387,1389,"G1: Walterses v. Billupses (Logan Township, NJ)(Derrick, Sherry, Derrick Jr., Lauren & Janet)",6722,: Acc. to married women name a sport your hubby's just too out of shape to play.,: A bug you might swallow while you sleep.,: On the scale how kind are most people?,: Something often made of suede.,: A foreign language that's also a salad dressing.,"Sherry: Football (36), gnat (13), 8 (14), shoes (48) & French (58)
Derrick: Basketball (27), ant (7), 5, jacket & Italian
Unsaid #1s: Spider & 7"
1297,751,1388,1390,"G2: Satterwhites v. Cirkses (Porter Ranch, CA)(Courtney, Barbara, Brittany, Melissa & Duane)",6727,: Something that makes you feel safe at night when you're home alone.,: At what age does a kid start thinking they know more than their parents?,: Chicken________,: Something most people have a set of.,: Someone who's seen you at your WORST.,"Eric: Alarm (11), 16 (3), fingers (5), dominoes & spouse/mate (49)
Nancy: Spouse/mate, 13 (21), dumpling, shoes (3) & friends (15)
Unsaid #1s: Locked doors, 12, Little & dishes/China || "
1298,752,811,1389,G1: Westers v. Billupses,6732,": Acc. to men, besides America name a country where the men are really macho.",: How many hrs. does it take to make Thanksgiving dinner?,: Something you feel self-conscious about doing alone.,: Tell me something that happens to you when you CAN'T stop laughing.,: A kind of ball that can fit in your pocket.,"Barb: France (2), five (26), driving, wet pants (7) & golf (48)
Ric: Mexico (12), six (22), bathing, cry (37) & ping-pong (11)
Unsaid #1s: Italy & dining out"
1299,752,1388,1392,"G2: Satterwhites v. Hansens (DAL)(Morgan, Sean, Madison, Jaye & Matt)",6737,: Something you might find in a kid's lunchbox.,: Something that might become swollen.,: Out of 10 marriages how many last a lifetime?,: A bug that unfortunately seems to love you.,: Something cats do all day & CAN'T have it.,"Eric: Fruit (29), arms (2), four (20), mosquito (42) & chase mice (10)
Nancy: Milk (17), eyes (9), five (20), fly (16) & purr (12)
Unsaid #1s: Ankles & sleep || "
1300,753,811,1393,"G1: Westers v. Moores (OKC)(Demond, James, Cary, Mike & Keith)",6742,: Someplace a man might NOT go to because his ex-wife will be there.,: What's the longest you've gone w/o seeing a dentist?,: Something a farmer's wife might REFUSE to ride on.,: Give me a word rhyming w/ â€œpeachâ€.,: A body part people crack to relieve tension.,"Abby: Restaurant (3), half-yr. (22), tractor (30), reach (18) & back (18)
Ric: Family reunion (8), yr. (25), horse (3), teach (34) & knees
Unsaid #1s: Wedding & knuckles/fingers"
1301,753,1388,1394,"G2: Satterwhites v. Rackhams (Salt Lake City)(Cynthia, Jana, Jennifer, Jamie & Julie)",6747,: Acc. to single women what might a friend buy you that tells you he wants more than friendship?,: Tell me the longest you've gone w/o washing your hair.,: A fruit that DOESN'T grow on trees.,: Something a farmer likes the smell of in the morning.,: A word rhyming w/ â€œgasketâ€.,"Nancy: Jewelry/ring (47), three days (17), watermelon (15), coffee/breakfast (32) & casket (37)
Eric: Home, four days (2), cantaloupe (3), flowers & tasket
Unsaid #1s: Wk., tomato & basket || "
1302,754,811,1395,"G1: Westers v. Myerses (DAL)(Sequita, William, Tommy, Dennis & Tammy)",6752,: On the scale how good do you look compared to others?,: Private _____,: A kind of wax.,: If a jellybean's green tell me what flavor it might be.,: Something a woman saves to hand down to her daughter.,"Barb: 10 (19), parts (17), floor, apple (38) & wedding dress (44)
Abby: 9 (6), room (2), lip, watermelon (4) & rings/jewelry (46)
Unsaid #1s: 8, eye, bees & lime"
1303,754,1388,1396,"CG: Satterwhites v. Paylors (Silver Spring)(Tonja, Perry, Shelly, Charles & Marc)",6758,: If your waiter's ANNOYING you name something you'll get up & get yourself.,: If your body talk what would it tell you to do?,: On the scale how much do you need a hug?,: Something people are nervous to go on.,: Something people donate to charities.,"Tonja: Ketchup (11), workout (29), 10 (41), TV (4) & clothing (47)
Marc: Silverware (16), eat less/lose weight/diet (31), 9 (6), interview (3) & $ (50)
Unsaid #1s: Water/drink & amusement park rides || "
1304,755,811,1397,"CG: Westers v. Williamses (L.A.)(Brandi, Brie, Chelsea, Charles & Brandon)",6763,: Tell me how many beers the avg. man could drink before having to use the restroom.,: Something you think of when you hear the word â€œbeetleâ€.,: A specific food that comes w/ different toppings.,: An occupation in which you would go on duty.,: Tell me the holiday when you put on the most lbs.,"Barb: Three (20), â€œBeetlejuiceâ€ (3), cake (7), military (33) & Christmas (51)
Ric: Five (14), music (38), spaghetti/pasta, guard (7) & Thanksgiving (43)
Unsaid #1s: Four, pizza & police"
1305,755,1398,1396,"G2: Gomezs (Corona)(Jason, Zach, Aaron, Jonny & Thomas) v. Paylors",6768,: Acc. to the women name a part of your body you wish you could trade in for a new one.,: On the scale rate your pain threshold.,: Where's the WORST place to be during a blackout?,: Someone you tell a secret to then ends up laughing.,: Tell me one thing people assoc. w/ Pilgrims.,"Jason: Bottom (11), 7 (18), inside, coworker (7) & Mayflower (3)
Zach: Breasts (11), 8 (22), under a roof, mom (11) & turkey (14)
Unsaid #1s: Stomach, elevator, friend & Thanksgiving || "
1306,756,1399,1400,"G1: Coles (Temecula)(Angie, Josh, Cristina, Brian & Jonathan) v. Gallerts (Grand Rapids)(Brooke, Brianne, Roxanne, Dani & Keni)",6773,: Tell me the age most people GIVE UP on trying to stay in shape.,: Something that goes through quickly.,: Give me a word/phrase for someone who just WON'T SHUT UP.,: Dancing in the _______,: Something every good cowboy needs.,"Roxanne: 35 (8), puberty, hush, moonlight (19) & boots (5)
Dani: 37, food (17), â€œAre you serious?â€, NUDE & hat (12)
Unsaid #1s: 40, $, blabbermouth, dark & horse"
1307,756,1398,1401,"G2: Gomezs v. Currys (BOS)(Sharon, David, Lawaun, Genie & Allen)",6778,: Tell me something that takes a long time to earn but you could LOSE it instantly.,: On the scale how well do you get along w/ other people?,: Something you might run after.,: Something you might wear more than one of at a time.,: The hardest position to play on a baseball team.,"David: $ (49), 5 (2), dog (26), hats & outfield
Lawaun: Career, 9 (23), woman (2), jacket (2) & catcher (39)
Unsaid #1s: 8, bus, jewelry & pitcher || "
1308,757,1402,1400,"G1: Harrises (San Pedro, CA)(Rita, Angelo, Houston, Malik & Dorian) v. Gallerts",6783,: Name the temperature it would have to be inside your home before you turn on your air conditioning.,: Something people inflate.,: Something a writer uses while they work.,: A food that's good on a hot day.,: An illness that schoolkids are always catching from each other.,"Houston: 83Â°, balloons (30), pencils (34), watermelon (23) & flu (30)
Malik: 80Â° (32), pad (8), I.C. (44) & measles
Unsaid #1s: Tires/innertubes, computer/laptop & cold"
1309,757,1403,1401,"G2: Wesleys (Cromwell, OK)(Brian, Shane, Clay, Ed & Danny) v. Currys",6789,: Acc. to the men what's the longest you've worn the same jeans w/o washing 'em?,: Something people do in a hurry & later regret.,: A servant a rich man might employ.,: Something that's hard to do w/ your mouth closed.,: Something twins might share while they're growing up.,"Brian: Three days (25), shop (25), driver (8), speak/scream (40) & bedroom (30)
Clay: Two days (9), dress (2), eat (27) & toys (3)
Unsaid #1s: Marry, butler & clothes || "
1310,758,1402,1404,"G1: Harrises v. Hammonds (Salt Lake City)(Jason, Allison, Terri, Rebecca & Erica)",6794,: A place you DON'T want to be that's IMPOSSIBLE to just sneak out of.,: How much does a Chihuahua weigh?,: A little big that can cause big problems.,: Something you'd thought you have by now but you DON'T.,: If you look under your bed what would we see?,"Rebecca: Theater (3), 2lbs (9), roach (7), $ (37) & dust (45)
Jason: Church (18), 3lbs (23), spider (3) & NOTHING (15)
Unsaid #1s: Work/meeting & tick"
1311,758,1403,1405,"G2: Wesleys v. Breedens (Palmdale)(Yo'Shieba, Breeanna, Brittnee, Ma'ryiya & Arycka)",6800,: Something women wear to be sexy that's really uncomfortable.,: Something fun that burns a lot of calories.,: A word rhyming w/ â€œlizardâ€.,: Name one color your skin turns when it's bruised.,: Something a fortune teller uses.,"Yo'Shieba: Thong (29), running (20), gizzard (41), purple (43) & crystal ball (56)
Brittnee: Lingerie, swimming (22), wizard, black & cardsÂ  || "
1312,759,1406,1404,"G1: Wilkersons (DAL)(Erica, Dion, Nicole, Cedric & Kenan) v. Hammonds",6805,: Tell me how many times a day a mom has to feed a newborn.,: Give me a word rhyming w/ â€œmatchâ€.,: Something that's best served piping-hot.,: Something you ride that you might have to hold onto something.,: Name the WORST thing to miss if you oversleep.,"Dion: Four (8), batch (11), coffee (32), horse (37) & appointment (8)
Kenan: 10 (13), snatch (10), pie (6), motorcycle (13) & work (44)
Unsaid #1s: Six & catch"
1313,759,1016,1405,G2: Slagles v. Breedens,6810,: Acc. to single guys tell me the longest you've gone w/o cleaning the toilet.,: Something specific a bricklayer uses.,: Something people do to freshen their breath.,: A color on a street sign.,: If a man's well-dressed who picked out his suit?,"Yo'Shieba: Wk. (27), concrete (35), brush teeth (21), red (41) & spouse/mate (53)
Brittnee: 2wks (11), bricks (36), gum, yellow & dad
Unsaid #1: Mints || "
1314,760,1406,1408,"G1: Wilkersons v. Checchias (Wildomar, CA)(Mandy, Check, Taylor, Tuckey & Jammie)",6816,: You're on an airplane & the pilot says you're stuck on the runway for an hr.- what do you reach for?,: A reason why someone might start sweating.,: What hr. of the day does Thanksgiving dinner start?,: Which of the Seven Dwarves' names best describe YOU?,: Something you put on your hands.,"Kenan: Call bell, running outside (18), 2PM (4), Lumpy & lotion (37)
Nicole: Phone (41), (nervous/stress for an) interview (38), 1PM, Sleepy (24) & gloves/mittens (51)
Unsaid #1s: 4PM & Happy"
1315,760,1409,1405,"G2: Andrewses (PHX)(Megan, Allison, Julie, Morgan & Jamie) v. Breedens",6821,: On the scale how much of a facebook junkie are you?,: Something a waiter might be holding in his hand.,: Honey________,: Something that might be blocked.,: Besides making love name something people do in bed.,"Megan: 10 (11), tray (21), -do-list (21), traffic (35) & sleep (43)
Morgan: 5 (11), drink, I'm home (2), doorway (8) & kiss (7)
Unsaid #1s: 8 & bun(ny) || "
1316,761,1406,1410,"G1: Wilkersons v. Watsons (Kennesaw)(Ty, Tania, Joyce, Constance & Annette)",6826,: Tell me something a pirate might sell at a going out of business sale.,: Tell me the age when kids start doing chores.,: Drop________,: Something you push that has wheels.,: A creature you think God created just to make us happy.,"Tania: Eyepatch (17), seven (18), kick (2), shopping cart (33) & butterfly
Ty: Wooden leg (3), six (10), â€œâ€¦it like it's hotâ€ (10), bike (3) & dog (60)
Unsaid #1s: Ship, five & dead"
1317,761,1409,1411,"G2: Andrewses v. Crenshaws (L.A.)(Jason, Bryant, Deborah, Shannon & James)",6831,: What percentage of the stuff in your home's made in China?,: Something you might have to eat if you got LOST in the woods.,: A reason you might ask a roommate to move out.,: Tell me a place where things get steamy.,: What color would a man NOT want his undies to be?,"Deborah: 10% (6), berries (38), messy (46), sauna (41) & pink (49)
Jason: 50% (22), tree bark, noisy, bedroom & brown || "
1318,762,1412,1410,"G1: Flackses (La Habra, CA)(Jonathan, Stephanie, Kevin, Patrice & Kathie) v. Watsons",6836,: Something you think about when going to bed that keeps you from falling asleep.,: On the scale how romantic are you?,: Someone who might have a whistle around their neck.,: A device used for cutting.,: Something a guy might have a pile of in his home.,"Patrice: Work (22), 8 (21), teacher (4), knife (45) & dirty laundry (53)
Jonathan: Bills/$ (40), 7 (12), policeman (6), scissors & magazines
Unsaid #1: Coach"
1319,762,1413,1411,"G2: Gutierrezs (Orange Co.)(Erika, Ashley, Candy, Anthony & Alma) v. Crenshaws",6841,: Something you'd HATE to have even your best friend borrow.,: On the scale how proud are you of your body?,: Something a gardener would HATE to forget to bring to their job.,: A word rhyming w/ â€œgumpâ€.,: Besides pirates name something you see in every pirate movie.,"Anthony: Car (17), 9 (4), lawnmower (11), stump (8) & eye cover
Erika: Shoes/clothes (29), 10 (3), scissors (15), bump (9) & hat
Unsaid #1s: 7, shovel/spade, dump & ship || "
1320,763,1412,1414,"G1: Flackses v. Laus (Lakewood, CA)(Corrina, Derek, Elleni, Charlotte & Mike)",6847,: On the scale how happy are you w/ the home you live in?,: A part of the body that a cannibal thinks is a delicacy.,: A word rhyming w/ â€œpuffâ€.,: Something you'd do if you got locked out of your car.,: A fruit that would be IMPOSSIBLE for a juggler to juggle.,"Charlotte: 8 (23), brain (20), cuff (7), call AAA/tow truck (38) & watermelon (46)
Corrina: 10 (6), blood, huff (8), break windows (11) & apple
Unsaid #1: Stuff"
1321,763,1413,1415,"G2: Gutierrezs v. Parkers (DET)(Ebony, Missy, Rickford, Erica & Freddie)",6852,: Name a part of his body a baseball coach touches as a signal to one of his players.,: How much does a cheap relative spend on your birthday present?,: Something that everybody usually does everyday.,: Someone who causes you to slow down.,: Something you should NEVER leave unlocked.,"Ebony: Ears (7), $20 (8), shower/bathe (14), police (47) & home (51)
Erica: Shoulders (5), $10 (29), drive, parents (20) & car (31)
Unsaid #1s: Nose, $5 & brush teeth || "
1322,764,1410,1414,G1: Watsons v. Laus,6857,: Tell me the longest you've gone w/o changing your undies.,: Tell me the most DANGEROUS act at the circus.,: A material that gets recycled.,: Something you need to get the party started.,: A Mexican dish you need a tortilla to make.,"Constance: Day (34), lion tamer (30), cans (22), booze (43- tied w/ music) & tacos (47)
Joyce: Two days (33), trapeze, nylon, food & burritos
Unsaid #1s: Tightrope/high-wire & plastic"
1323,764,1416,1415,"G2: Nances (OKC)(Elise, Sheri Shanks, Debbie, Nicki & Edie) v. Parkers",6862,: Acc. to the women whose opinion do you ask when you try on a bathing suit?,: If you could turn back time what age would you be?,: Something people pay to have removed.,: Other than apple name a pie.,": Besides the nose, eyes & mouth name something else you put on a snowman.","Ebony: Best friend (23), 21 (21), teeth (11), blueberry (5) & arms (14)
Erica: Mom (6), 18 (6), tattoos (9), cherry (33) & scarf (18)
Unsaid #1s: 25, moles & hat || "
1324,765,1410,1417,"G1: Watsons v. Malings (MIN)(Danni, Krissy, Nicki, Shelby & Stephanie- all sisters)",6867,: Something really big a mom would need if she had a really big baby.,: At what age does a person STOP growing?,: Give me a word rhyming w/ â€œkittyâ€.,: Something that's pointy.,: A fruit that's always the same color.,"Nicki: Crib (25), 15, titty (5), witch's hat (5) & watermelon (3)
Krissy: Nursing bras, 13, pity (23), needle (16) & orange (43)
Unsaid #1s: 18 & pen(cil)"
1325,765,1418,1415,"G2: Bixlers (BAL, MD)(Danielle, Justin, Ryan, Neil & Stephanie) v. Parkers",6872,: If you got DIVORCED how long would you wait before you started dating again?,: A reason a kid might NOT be able to go outside.,: Something besides eggs that would be on a breakfast sandwich.,: Cover your ________,: A state where it always seems to be Summer.,"Missy: Half-yr. (35), sick (23), bacon (33), butt (38) & CA (30)
Freddie: Yr. (32), weather (34), meat, ears & FL || "
1326,766,1419,1417,"G1: Mahones (DET)(Chuck, Karen, Charles, Sharonda & Jasmine) v. Malings",6877,: A place where you always end up waiting longer than you planned on.,: Something you're glad you have two of.,: A wild animal you'd love to pet.,: Tell me the longest you've gone w/o eating.,: Oh no- there's a bug in my what?,"Charles: Restaurant (22), hands (25), tiger (28), 12hrs (6) & food (47)
Chuck: Movies (3), legs (5), horse, two days (26) & hair (4)
Unsaid #1s: Dr.'s office, eyes & day"
1327,766,1420,1415,"G2: Wards (BOS)(Virginia, Larry, Paul, Debbie & Sonya) v. Parkers",6882,: If Goldilocks BROKE INTO YOUR HOME name something she might think's too small.,: Someone who you think enjoys giving you a hard time.,: Something people have to be taught how to hold correctly.,: On the scale how mean are girls in high school?,: Something dogs like to chase.,"Missy: Table (6), spouse/mate (29), fork (19), 10 (17) & cats (45)
Freddie: Stove, boss (19), 8 (32) & cars (5)
Unsaid #1s: Kitchen & pen(cil) || "
1328,767,1419,1421,"G1: Mahones v. Callanans (Brea, CA)(Robert, Katie, Ellen, P.J. & Ann)",6887,: Acc. to men on the scale how much do you like kids in general?,: A letter of the alphabet that's also a vitamin.,: Something that shakes a lot more when you GAIN weight.,: A flavor of frosting.,: Something dogs do when they're ANGRY.,"Katie: 7 (15), C (34), booty (24), vanilla (35) & growl/snarl (50)
Ellen: 8 (19), D (5), belly (41), chocolate & bark
Unsaid #1: 9"
1329,767,1422,1415,"CG: Schulners (Oak Park, CA)(Keith, Debbie, Jen, Eliana & Marissa) v. Parkers",6892,: How many people can you entertain comfortably in your home?,: A sport that a tough guy might think's WIMPY.,: A part of a cow that's NEVER served for dinner.,: Tell me an occupation you SHOULDN'T have if you're afraid of heights.,: Name the 1st thing you'd pawn if you need $ fast.,"Keith: Eight (8), pool, udder (26), window washer (39) & jewelry (55)
Debbie: Six (13), fencing, brain, airplane pilot (15) & car (4)
Unsaid #1s: 10 & golf || "
