CommentID,PostID,CommentOrder,Author,Comment
954,796,2,Matthew Yothers ,"No offense, but you made a mistake for the Unsaid #1s in the second game, Derrick DID say stove/oven for Question 4. And also, thank you Labora for saying the correct answer for the states starting with “New” question."
955,796,3,jpgenius ,I think the question should’ve been “how many states can you think of (at the top of your head) that start with New?”
956,796,4,jpgenius ,GO LOES!!! 🎉🚗💵 They’re only the third all-female team to win the car (after the Grays and Finches). They KILLED IT!
957,797,1,jpgenius ,"The first game was CRAZY, mostly thanks to the Longs. The second, due to the Merrietts."
958,798,1,jpgenius ,"Shucks. We’ll get ‘em next time, Prices. 😔"
959,799,1,jpgenius ,"Great work, Prices! 👍🏾👍🏾😁"
960,800,1,jpgenius ,GO NEWMANS!!! I’m just as excited as you are! 👍🏾👍🏾😁🎉
961,801,1,jpgenius ,"Oh, tough finish in FM. But they’ll be back… 😏"
962,801,2,MONICA DENISE SCOTT ,Thank You So Much For Your Help.
963,802,1,futuresamthegameshow ,"I can’t wait for the Merrietts to play for the car. And hopefully win $60,000+."
964,802,2,jpgenius ,"Sad to see the Newmans go, but the Merrietts sure have gotten HOT! 💵"
965,803,1,DAFEWD00 ,GO MERRIETTS!
966,803,2,jpgenius ,WTG MERRIETTS!!! 👍🏾👍🏾💵🚗🎉
967,804,1,jpgenius ,"Great work, Browns! 👍🏾👍🏾"
968,805,1,jpgenius ,The first question in the first game was SO gross. On so many levels. 😳🤢🤦🏾‍♂️
969,806,1,jpgenius ,WHOA! The DeAngelis family have gotten HOT! And I’m happy for the McFarlands winning $20K. 😁
970,807,1,jpgenius ,"Interesting to see two NY vs. LA matches. A shame the Berrys didn’t quite make it to $20K, but the Murphys were HILARIOUS. 😂"
971,807,2,jpgenius ,Wait a minute: the Murphy family looks awfully familiar…
972,807,3,Matthew Yothers ,"I actually saw their first Richard Karn episode before this one, and I do know they got $20,000 in that game, but how much money did they finish with overall?"
973,807,4,jpgenius ,Just $20K.
974,807,5,Matthew Yothers ,"So I guess that means their 2-day total would’ve been $20,420."
975,807,6,Matthew Yothers ,"And I think they probably should’ve stuck with the same Fast Money strategy they did when they won earlier (with Cookie going first and Kaino in the booth), the switcheroo ending up costing them, and they really failed to double their total."
976,807,7,futuresamthegameshow ,Cookie? I’ve never seen that name before.
977,808,1,jpgenius ,Ooh…close FM for the Hlases. 😞
978,808,2,jpgenius ,Wait…Andy Nguyen (the recapper) should take note of the second episode.
979,809,1,jpgenius ,DONALD TRUMP as Steve Harvey?! NO… 😳
980,809,2,Matthew Yothers ,"If Rodney would’ve understood the “______ it off” question a lot better, or if Nickita would’ve said Republican for that 4th question, they would’ve been $20,000 richer."
981,809,3,Matthew Yothers ,"If Rodney would’ve understood the “______ it off” question a lot better, or if Nickita would’ve said Republican for that 4th question, they would’ve been $20,000 richer."
982,809,4,Matthew Yothers ,"Sorry for the duplication, there were some issues the first time I posted this."
983,810,1,jpgenius ,The Nguyens are getting HOT now! But the first FM attempt (by the Gossers) was hard to watch. 😥
984,811,1,jpgenius ,"Sad to see the Nguyens go, but glad to see them leave with $40K+. 💵💵"
985,812,1,jpgenius ,"Fun episodes to watch, especially the first. Happy to see our LA families win $20K! 👍🏾👍🏾"
986,813,1,futuresamthegameshow ,Oh my gosh…..that ending.
987,813,2,jpgenius ,These 2 episodes had me in STITCHES. 😂😂😂
988,814,1,jpgenius ,"Awesome job redeeming yourselves, Farahs! And WTG Valladons, repping the Bay!"
989,815,1,jpgenius ,Great work Valladons! And awesome comeback by the Cunninghams on two levels – a return trip and Sudden Death!
990,816,1,jpgenius ,"Hilarious moments on the Feud, including the Steve/Oprah fiasco and the Steve Sandwich. 😂"
991,817,1,jpgenius ,Good thing our winning families didn’t get spooked in FM! 👍🏾👍🏾🎃👻
992,817,2,jpgenius ,Wait…did Shavoy say RUB YOURSELF? And THREE people agreed?! 😳
993,818,1,jpgenius ,The Harris family sure is interesting! 😂😃
994,819,1,jpgenius ,Ooh…close call for the Estevezes in FM.
995,820,1,Jay ,Looks Like the Feud has sponsored Publishers Clearing House for Some of the Greats Week
996,820,2,jpgenius ,"Interesting concept – a Bonus Week/Some of the Greats, as Jay mentioned. And GREAT job Anna! 👍🏾👍🏾🎉💵"
997,821,1,jpgenius ,"Aw, it’s OK Sasses and Damrons. We’ll get ‘em tomorrow."
998,822,1,jpgenius ,"Ouch – depressing FM by the Sasses, but the Gants made the most of their rematch."
999,823,1,jpgenius ,"Oh GOSH…the Browns are back. And the Sasses…well, if this were normal play, they would’ve broken the record."
1000,824,1,jpgenius ,"Well, you can’t win ‘em all. The Sasses have come a LONG way since the events of four years ago, and $61,965 pretty much breaks the record IF this were regular gameplay. 👍🏾👍🏾"
1001,824,2,Joey Scafetta ,"But please, don’t be into a dangerous Sudden Death spot."
1002,825,1,futuresamthegameshow ,"First, we see 194 points, now a car loss? I was really rooting for the Gants. I hope they rematch."
1003,825,2,jpgenius ,"It’s bad enough seeing the Daytons lose FM by 6, but it’s worse that the Gants lost the car. At least they won $40K+. 😥"
1004,826,1,jpgenius ,Glad to see the Daytons win tonight’s game. Always thrilling to see Sudden Death.
1005,826,2,jpgenius ,Anyway…did anyone recognize Bayleigh from Big Brother 20?
1006,827,1,jpgenius ,"AWESOME win by the Dinisis! Alongside the Daytons, they’re having a VERY good run. 👍🏾👍🏾"
1007,828,1,jpgenius ,FANTASTIC to see the Deharts return AND win $20K! 🤩 At least the Daytons left with $21K+. They were good players.
1008,828,2,Matthew Yothers ,"I agree, and I think you made another mistake on the Unsaid #1s. When Divon said Kool-Aid for the question “Besides coffee, what might you have a big cup of in the morning,” the judges probably counted that as juice."
1009,829,1,BJ Mason ,"Congrats to the Dinisis on their car win. If I’m not mistaken, this was the third time since Steve started hosting that two cross-town families played in a car episode, and the second with hometown families competing following the McNultys vs. Adamses episode near the end of Season 14, when the show was taped in Atlanta."
1010,829,2,futuresamthegameshow ,"What a great day for game shows today! The Dinisi’s win the car, $100,000 win on Wheel."
1011,829,3,jpgenius ,YAY DINISIS! A car AND another $20K? You rock! 🤩🚙👍🏾👍🏾
1012,830,1,jpgenius ,"Well, Deharts, you had a good run. BUT great comeback by Mo Farunia in FM! 👍🏾👍🏾"
1013,831,1,jpgenius ,The Calloways had me in STITCHES. 😂 And great FM win by the Robinsons!
1014,831,2,jpgenius ,"Aw, wait a minute – the Farunias NEVER controlled a survey (except for Sudden Death on the 19th). Bummer. 😥"
1015,832,1,Joey Scafetta ,I love these girls vs. boys matchups.
1016,832,2,jpgenius ,Guess we’ll see the Keiths and Zhangs in January.
1017,832,3,Joey Scafetta ,I guess so.
1018,833,1,jpgenius ,The second game left me in STITCHES. 😂😂😂
1019,834,1,Matthew Yothers ,"Yes! The Zhang girls finally did it, and with a really big win, too."
1020,834,2,jpgenius ,Looks like the third time’s the charm for the Zhangs! Awesome episodes for my birthday! 🤩
1021,835,1,jpgenius ,Good luck on Monday Zhangs! 🚙
1022,836,1,jpgenius ,"I didn’t get to see the first half due to a TV mishap, but OUCH at the Rileys’ near miss in FM. 😥"
1023,836,2,Matthew Yothers ,"Yeah, and based for that store window question, I found out that if OPEN was worth 40, and CLOSED was also worth 40, and FOR SALE was #1, they must’ve counted both OPEN and CLOSED to be the same thing."
1024,837,1,jpgenius ,Where are the Zhangs?!
1025,837,2,Matthew Yothers ,"Yeah, it’s been over a year since they competed earlier (as of 2020), just like the Woods family missed their return trip 3 years before this one."
1026,837,3,Matthew Yothers ,And this is also the Casal family’s first game on the Feud before they returned due to a mistake two years later.
1027,838,1,jpgenius ,"Keep going, Kleins. And one more win, Rileys… 🚙"
1028,839,1,Joey Scafetta ,"Aw, Man! Too Bad, Rileys. You got skunked on a Car!"
1029,839,2,jpgenius ,"MAN. I SO wanted the Rileys to win the car, but they got shutout…sorry about that. 😥"
1030,840,1,Joey Scafetta ,"One more, Kliens. Please do it tomorrow!"
1031,840,2,jpgenius ,"Man, the Kleins are KILLIN’ IT! I sure hope they win the car tomorrow. 🚙"
1032,840,3,ant0824 ,Kleins can go…all…the….way!
1033,841,1,Joey Scafetta ,"I was desperte for the Kliens to win a car, but we got double-car skunked for the week. Any thoughts, Skips and Antawn?"
1034,841,2,Joey Scafetta ,"Good work, Sedas!"
1035,841,3,jpgenius ,GO CHRISANN! 👏🏾👏🏾👏🏾
1036,842,1,jpgenius ,Painful FM loss by the Millers… 😥
1037,842,2,ant0824 ,You Know coming up 2/15 is the one year anniversary of the infamous answer of what Ashlynn Shepherd said was 69 from the Survey: Name a number that most men exaggerated.
1038,842,3,jpgenius ,It was actually February 16. But I remember that… 😂😂😂
1039,843,1,jpgenius ,Good luck tomorrow Sedas! 🚙
1040,843,2,Matthew Yothers ,"Yes, and also the #1 word that rhymes with “flush” was actually blush."
1041,844,1,Joey Scafetta ,"MAN! I thought that was it, but this is terrible, another Car Loss!?!"
1042,844,2,jpgenius ,Seriously? ANOTHER car loss on a good answer? I feel real bad for the Sedas. 😥
1043,845,1,jpgenius ,Great comeback by the Bravos! And awesome FM win by the Santanas! 👏🏾👏🏾👏🏾
1044,846,1,jpgenius ,Congrats Aleisha! 💕
1045,847,1,jpgenius ,"A good night on the Feud: the Gurchieks and Browns win big, especially the Browns! They made an AWESOME comeback! 👏🏾👏🏾👏🏾"
1046,848,1,jpgenius ,Yikes…we had some struggles in these two Fast Money rounds.
1047,849,1,Matthew Yothers ,"Wow! Congratulations to the Robinson family for winning $20,000, but darn, the Konchels were so close to winning it as well, 191 points, what a heartbreaker that was, I hope they get it next time, and also, you made another mistake on the unsaid #1s in Group 2; for the question, “Something that tastes better when it’s slathered with butter,” Tori did say bread for that one."
1048,849,2,jpgenius ,"Close call in FM for the Konchels…who put an end to the Browns’ comebacks with one of their own. But great $20K win, Robinsons!"
1049,850,1,jpgenius ,"YIKES – another painful FM loss (and braces was a good answer). Sorry, Marianos. 😥"
1050,850,2,jpgenius ,Wait – Cindy Crawford was up there?! I’m done. 🤦🏾‍♂️
1051,851,1,ant0824 ,"This also marks the one year anniversary of the Shepherds Competing on Family (Ashlynn, Bailey, Amber, Brandy, John)"
1052,851,2,jpgenius ,GO CHAR! 👏🏾👏🏾👏🏾
1053,852,1,Joey Scafetta ,Welcome Back Barbers!
1054,852,2,jpgenius ,It’s like the Barbers never left.
1055,853,1,jpgenius ,Good luck tomorrow Barbers! 🚙
1056,854,1,jpgenius ,"Welcome back, Hagemanns."
1057,854,2,Matthew Yothers ,"Yeah, I agree, but they still have $40,855, that’s still good enough to buy a car though."
1058,854,3,Matthew Yothers ,"And also, where’s Derek, he was with the Hagemann family when they first competed on the Feud four years ago, but it looks like Dana replaced him for the rest of their run starting here."
1059,855,1,jpgenius ,"Great job, Dalals and Hagemanns!"
1060,856,1,Joey Scafetta ,"Just One More, Hagemanns, One More, Please do it. We Are Tired of some Car Losses!"
1061,856,2,jpgenius ,I sure hope the Hagemanns break the long streak of car losses on Monday… 🚙😁
1062,857,1,Joey Scafetta ,YES! FINALLY!
1063,857,2,jpgenius ,We ALL feel that way. We finally got a car win this winter.
1064,857,3,jpgenius ,"Thanks a bundle, Hagemanns! 👏🏾🚙💵"
1065,857,4,ant0824 ,Not to Mention that Hagemann’s Also Won Another $20K in their final Attempt in Fast Money + The Car.
1066,857,5,jpgenius ,That’s what happens when you don’t give up hope for a car win. And we got one! 😉
1067,857,6,jpgenius ,"Also, did you notice that the graphics displayed the Hagemann’s final score? If only they did this every episode."
1068,857,7,Matthew Yothers ,"I agree, and also, the Hagemann family came back after 4 years to win a car (just like their opponents, the Grier family) and $41,660. Congratulations Hagemanns!"
1069,857,8,chupon ,I deleted the show on DVR after they won the car and forgot about fast money lol. Thanks for this site.
1070,858,1,jpgenius ,"I enjoyed these two episodes, especially the second one."
1071,859,1,jpgenius ,Can’t wait to see the new champs in April.
1072,859,2,Joey Scafetta ,But what about the Zhangs?
1073,859,3,jpgenius ,"Yeah, what happened to them?!"
1074,859,4,jpgenius ,"No, with them?"
1075,860,1,jpgenius ,The second-run match was very entertaining…up until the painful FM loss. 😔
1076,860,2,jpgenius ,"Oh, and by the way, the Schoecks are from St. Louis."
1077,861,1,jpgenius ,Great FM wins! And the Assads are hilarious. 😂😂😂
1078,862,1,jpgenius ,"Personally, I found this week’s second-run episodes more fun to watch than the first. Anyway, the Burnleys are on a nice little roll…"
1079,863,1,jpgenius ,"Boy, the Burnleys are on FIRE! Good luck on Monday! 🚙"
1080,864,1,Nick Brundidge ,Congratulations to the Burnley family on winning a brand new 🚗
1081,864,2,Jay ,What type of car did they win?
1082,864,3,Jay ,Did they win a car? Is this from the new season?
1083,864,4,jpgenius ,Great job Wesleys…and AWESOME car win by the Burnleys! 🤩👏🏾💵🚙
1084,864,5,jpgenius ,BTW that’s the first car win in the first run since September. Wow.
1085,864,6,Joey Scafetta ,"Now all we need is the Zhang girls to win, right?"
1086,864,7,jpgenius ,"Yeah, where are the Zhangs?!"
1087,864,8,jpgenius ,"You know what, I think there may have been a scheduling conflict. This happened to some champs on the Canadian show named the Browns who won $795 in February."
1088,865,1,jpgenius ,"Ah, the start of the Alofaitulis’ entertaining adventure… 😏"
1089,866,1,jpgenius ,"Go Renee! 👏🏾 And it’s OK, Alofaitulis. We’ll get ‘em next time."
1090,867,1,jpgenius ,WTG Bernalee! I’m so happy for the Alofaitulis! 👏🏾
1091,868,1,jpgenius ,"Great run, Alofaitulis. And welcome back, Schieves! The second-run game left me in STITCHES. 😂"
1092,869,1,jpgenius ,"Welcome back, Woods! And boy, are the Richardsons hilarious. 😂😂😂"
1093,869,2,jpgenius ,"Wait a minute – I’m sorry, but how did “private parts” score ZERO in Fast Money?! 😳🤦🏾‍♂️🤢"
1094,869,3,Matthew Yothers ,"And for the Woods family, why did you say win THIS time? They won their first game back in 2016."
1095,869,4,jpgenius ,"I dunno what happened, but they disappeared after their first game."
1096,870,1,jpgenius ,Close FM for the Auguars. 😥 But they are FUNNY. 😂😂😂
1097,871,1,jpgenius ,"Great job Auguars! And one more, Woods, one more… 🚙"
1098,872,1,jpgenius ,GO WOODS!!! It’s like they never left! 👏🏾🚙
1099,872,2,Matthew Yothers ,"I agree, but they were so close to get another $20,000 again, but still, despite their 1st game being played 3 years ago, they won $23,385 in their run including the car. Well done to them."
1100,873,1,jpgenius ,I had fun watching the Auguars. Can’t wait to see the Dieks and Fergusons next week.
1101,874,1,jpgenius ,"Nice to see a male vs. female match in the first run. And great work, Whitneys!"
1102,875,1,jpgenius ,"Awesome win, Zampieris! And it’s OK, Washingtons, we’ll get ‘em next time."
1103,875,2,gas generators manufacturers ,"Very nice blog post. I certainly appreciate thyis site.
Stick with it!"
1104,875,3,Matthew Yothers ,"Actually, candy and pop are completely different, I found out in a previous game that candy was actually worth 48."
1105,876,1,jpgenius ,"Welcome back, Schmidts! And AWESOME FM, Bridget! 👏🏾"
1106,877,1,jpgenius ,The Zampieris are HOT now! 👏🏾
1107,878,1,Andrew DeCaro ,Very Bad First Day For the Thompson Family only got 107 Points I Give That Epsiode an F
1108,878,2,jpgenius ,"Good luck, Schmidts! 🚙 And while I’m a little sad to see the Zampieris go, I’m happy they won big. The Thompsons, on the other hand, are HILARIOUS. I can’t wait for them to come back. 😂😂😂"
1109,879,1,jpgenius ,"Yay, Thompsons! And GO SCHMIDTS!!! 💵🚙🎉"
1110,879,2,Matthew Yothers ,"I agree jpgenius, and also, that’s two cars in a row. First the Schmidts were denied a car repo by the Woodses, but now, they won the car as well with $41,200 in the trunk. Amazing!"
1111,879,3,NANCY SIMONE ,when were these actually filmed??
1112,879,4,Matthew Yothers ,"IDK, in the past, when it comes to those games, they used to do 5 games a day, but now, I think they’re doing 2 or 4 (usually 4) times a day."
1113,879,5,Matthew Yothers ,I could tell because of each of the family members’ outfits in each game.
1114,880,1,Andrew DeCaro ,"One Week From Tomorrow Will Be The season Finale Of Family Feud Because this is almost the end of Season 20. So You Better Enjoy it While You Can Because After Next Wedensday No More New Eposides until The Show begins season 21 Because it might be Steve Harvey’s Last season as host of the show which will begin On September 9, 2019"
1115,880,2,jpgenius ,"Keep it going, Thompsons. 👏🏾"
1116,881,1,jpgenius ,"Ouch. It’s OK, Townsends, we’ll get ‘em next time."
1117,881,2,Matthew Yothers ,"And speaking of which, when the Thompsons were doing a group hug during their second $20,000 win, Tranette, Ian, and Echele all fell over on the stage. 😂 It’s a good thing they were able to get back up, though."
1118,882,1,jpgenius ,GO THOMPSONS!!! 🚙
1119,883,1,jpgenius ,The Matos’ FM was quite a thrill! And the Fishers are FUNNY. 😂😂😂
1120,884,1,Andrew DeCaro ,Only 2 Days And 4 Shows left because Wedensday Is your last Chance To Watch Family Feud For this season Because the Next new Epsiode will be September 9.
1121,885,1,Andrew DeCaro ,Those 2 Episodes were A Piece of Cake Tune In Tomorrow For the Big Season 20 Finale Of Family Feud Because This will be your last chance to watch New Epsiodes Until the Beginning Of Season 21 Begins on Monday September 9.
1122,885,2,jpgenius ,Great FM wins by the Stoners and Morales! 👏🏾 And I had fun with the Fishers and Hines as well.
1123,885,3,jpgenius ,Wait a sec: did Miggy say pterodactyl?! Did he watch the Cunninghams’ FM? 😂😂😂
1124,886,1,Andrew DeCaro ,Thank You For Watching Family Feud This season. Will See You Back here On Monday September 9. As new Epsoides begin for the 21st Season With Steve Harvey Returning For What All Likely Could Be his 10th and Final Season as Host. And Rubin Irivn Returning For his 5th season as announcer on Family Feud. Have A Great Summer Will See You September 9.
1125,886,2,jpgenius ,"See you in September, Kyles and Morales families. 👍🏾👍🏾"
1126,887,1,jpgenius ,"Funny start to the season! 😂😂😂 And boy, was Terry close in FM."
1127,888,1,jpgenius ,"These two matches were fun, especially the first one. For those who don’t know, 5SOS and the Chainsmokers collaborated on a song called “Who Do You Love”. 🎶"
1128,889,1,jpgenius ,GO MARTHA!!! 👏🏾👏🏾👏🏾
1129,889,2,Matthew Yothers ,"Also, Austin Powers and Austin, Texas were tied for the top in the last question."
1130,890,1,jpgenius ,The first episode was WAY too funny. 😂😂😂
1131,891,1,ant0824 ,Those Celebrities on Celebrity Family Feud are really Fun and Enjoyable especially Winning the Fast Money really Made my Day Brighter
1132,891,2,Alan ,"Just for the record, 198 appears to be the current record for Harvey-era Feud, but that was close.
Player One has reached 200+ points by themselves a number of times before (based on a quick YT search, at least four, including twice by the same family and once by a celebrity team), but apparently, not since the Ray Coombs era (add corrections where needed).
Coombs would bring the second player out, tell them they needed 186 points, and start feeding them joke questions before saying ‘go ahead and turn around’ – go watch them on YT, they’re worth a few chuckles (we miss you Ray).  I would love to see Harvey be able to try that one day."
1133,891,3,jpgenius ,GO TODD! 👏🏾 These two episodes were fun.
1134,892,1,jpgenius ,"Nice to see Katy Mixon back on Celebrity Feud. And I hate to say it, but I saw a FM loss coming this season. But lip injections?! 😂"
1135,893,1,jpgenius ,The first game was HILARIOUS. 😂 But I’m surprised we have another FM loss in the second.
1136,894,1,jpgenius ,"Fun matches, and I’m especially glad to see Doug Flutie and Ninja win theirs! 🤩"
1137,895,1,jpgenius ,"Wow, two FM losses on a celebrity episode. That’s a first. 😳"
1138,895,2,ant0824 ,At Least those Celebrities are Fun although Still get $10K for not reaching 200 Points
1139,896,1,Matthew Yothers ,"For the second game, spouse/mate was worth 42 for the high school reunion question, so another season started off with two $20,000 wins."
1140,896,2,jpgenius ,"Great start to the season! But the Sudden Death round in game 2 shocked me. When I hear “potbelly”, I think of someone’s stomach, not pigs."
1141,896,3,Joey Scafetta ,"I think Shawn meant to say Japan, right?"
1142,896,4,jpgenius ,Correct.
1143,897,1,jpgenius ,The champs in both games are on a nice little roll…
1144,897,2,Matthew Yothers ,"In Game 1, Megan was the one who went first, not Cindy."
1145,898,1,jpgenius ,"Go Julia! And welcome back, Haleys!"
1146,898,2,jpgenius ,"Wait a second – for the heaven question, how did #8 make the board?! 😳🤦🏾‍♂️🤷🏾‍♂️"
1147,899,1,jpgenius ,The Contes are on FIRE! 🔥 And the Charasikas are hilarious. 😂😂😂
1148,900,1,jpgenius ,"Keep me in stitches, Charasikas. And yay at a car win! WTG Contes! 🚙👏🏾🎉"
1149,901,1,jpgenius ,The Eubanks sure tried to come back.
1150,902,1,jpgenius ,"I had fun with the Charasikas and Hopkins. It’s OK, Cantillons. We’ll get ‘em next time."
1151,903,1,jpgenius ,GO TREY!!! And the Martins are hilarious. 😂😂😂
1152,904,1,jpgenius ,So happy for the Martins winning FM. And it’s sucks that the DeGrews didn’t have a SHOT on Anthony’s birthday. 😥 Happy birthday nonetheless! 🎉🎂
1153,904,2,jpgenius ,"Another thing: for the second game’s third question – had the Zubkes stolen that one, they would’ve won the game. Am I the only one that noticed that?"
1154,905,1,jpgenius ,"The Bautistas are HOT! 🔥 And Andre sure struggled in FM, but Gwen really tried to make a comeback."
1155,906,1,jpgenius ,Great comeback by the Bautistas and second FM win by the Martins! Can’t wait to see both play for a car on Monday. Best of luck! 👏🏾🚙
1156,907,1,jpgenius ,This season finale was a BLAST. 😂
1157,907,2,ant0824 ,With not one but two fast money rounds with the 2 families that competed
1158,907,3,jpgenius ,That’s never happened before! Too bad they didn’t win either of them.
1159,908,1,jpgenius ,"While I’m disappointed the Martins didn’t win the car 😔, I’m excited about the first game! WTG Bautistas! 👏🏾🚙💵"
1160,909,1,jpgenius ,"The first episode left me in stitches. 😂 And good try in FM, Gibsons and Shurlands."
1161,910,1,jpgenius ,"Thrilling FM rounds! Great job, Whites and Shurlands!"
1162,910,2,jpgenius ,"BTW, the Whites’ hometown is actually called Atmore."
1163,911,1,Matthew Yothers ,"I found out for the roadkill cafe question, the 2nd strike was “snake”, not “steak”."
1164,911,2,jpgenius ,I did NOT see the Olszewskis’ comeback coming! WTG! 👏🏾
1165,912,1,jpgenius ,"Great job, Noas!"
1166,912,2,Matthew Yothers ,"Congrats on winning the $20,000 Noas, and by the way, the #1 answer for “something that gets static electricity in it” was clothing."
1167,913,1,jpgenius ,Not much to say about this episode…but the Noas are on a nice little roll.
1168,914,1,jpgenius ,"Good run, Noas. And Aloaf sure tried."
1169,915,1,jpgenius ,"Wait, what?! Lorraine Bracco’s cousins are on the Feud! Awesome! They came awfully close in FM, though."
1170,916,1,jpgenius ,Good work Braccos!
1171,916,2,Lashon Roys ,"@Vijay: Because they’ve been fooled into thinking that. Like Ravi said, many Indians are not great at critical thinking, and only memorization. Coupled with the fact that we’re still a deeply religious culture, most of the population is very easily swayed into believing bullshit.Cow dung IS good manure, sure, and it has other uses too. But cow urine? It’s just poison."
1172,917,1,jpgenius ,"Man, I feel bad for the Stones. Nails was a good answer."
1173,918,1,jpgenius ,Go Vicknairs! And the Huffakers and Lewises are hilarious.
1174,919,1,jpgenius ,Now that’s more like it. WTG Lewises! 👏🏾👏🏾👏🏾
1175,920,1,Alan ,"A 183 solo score…So not quite the dismal day for game shows some people are implying.  With a BD Win, LMAD was decent, too, though still quite a few Zonks today.  ’25 Words’ had a BR win, too.  Pretty sure we’re just feeling the effects of PBMW (Post-Big Money Week)."
1176,920,2,jpgenius ,"The Vicknairs are on FIRE! 🔥 And one more, Lewises, one more… 🚙"
1177,921,1,Joey Scafetta ,"Just one more, Vicknair girls, Please?
Please, Pleasey-Weasy, Please, PLEASE!!!
And Way to Go, Lewis Family! What a time to take home a car!"
1178,921,2,jpgenius ,"Go Lewises! 🚙💵👏🏾 And one more, Vicknairs, one more…"
1179,922,1,Joey Scafetta ,Pool Party in The Big Easy!!
1180,922,2,jpgenius ,"MAN, both FM losses were so agonizing, I dunno which one was worse. But on the flip side, go Vicknairs! Enjoy that car! 🚙💵👏🏾"
1181,922,3,Matthew Yothers ,"Wow, only 2 points for Megan. That was a really disappointing performance at the end."
1182,922,4,Matthew Yothers ,"And after Anne got 153 points, Abby crawled a little too much at the end, but let’s look at the bright side, they’re still leaving with $42,345 and a brand new Jeep Cherokee, that’s another car given away in a row. WTG VICKNAIR GIRLS!"
1183,923,1,jpgenius ,IMHO the last two first-run episodes were pretty bizarre. 😳😬
1184,923,2,Matthew Yothers ,"When Jessica said porcupine for “An animal you should NEVER poke”, that definitely brought Steve back to his favorite funny moment on the Feud."
1185,924,1,Matthew Yothers ,"Oh, darn! The Galaviz family was SO CLOSE to getting $20,000 by 3 points! Better luck next time, guys. But congratulations to the Flowers family for a very easy $20,000 win, and Jessica duplicated ALL of Jennifer’s answers, but she gave a bunch of good answers as well."
1186,924,2,Matthew Yothers ,"Also, for the question, “a bird that you cook”, Jessica said “goose” not “ewe” (which would’ve been a zero anyway)."
1187,924,3,Matthew Yothers ,"Also, for the question “a bird that you cook”, Jessica said “goose” not “ewe” (which would’ve been a zero anyway)."
1188,924,4,jpgenius ,Oh so close for the Galaviz family…but great job by the Flowers! (I’m shocked Jessica repeated all of Jennifer’s answers in that round.)
1189,925,1,Matthew Yothers ,"Oh, darn! The Galaviz family was SO CLOSE to getting $20,000; just missed out by 3 points. You’ll get it next time, guys!"
1190,925,2,Matthew Yothers ,"Oops, wrong game! Sorry about that!"
1191,925,3,jpgenius ,"Keep it going, Flowers…and nice work in FM, Harrys! I was rooting for the opposing teams, though."
1192,926,1,jpgenius ,"One more, Flowers… 🚙"
1193,927,1,jpgenius ,Go Flowers! The left side is getting lucky! 🚙💵🎊
1194,927,2,Matthew Yothers ,"For the slot machine jackpot question, I think the people who said $1,000 are definitely lying, and besides, I think $1,000 is nothing for a slot machine jackpot. Who the heck did they survey for that one?"
1195,928,1,jpgenius ,I sure had fun with the Browns. And I can’t wait to see the Trans and Matkins again next week (unless it’s Bonus Week again). They were fun to watch.
1196,929,1,jpgenius ,Go Randa! 👏🏾 And nice to see that Bonus Week is back. 🤩
1197,930,1,Matthew Yothers ,"WOW! 4 games already because of Sudden Death, I’d really like to see the Matkins make it 3 cars in a row for Group 2! GO MATKINS!"
1198,930,2,jpgenius ,"One more, Matkins. One more… 🚙 And the Harrises are on a nice little roll."
1199,931,1,Matthew Yothers ,"Wow, that’s 3 cars in a row! Too bad the Matkins couldn’t get another $20,000 in the trunk, but they’re still leaving with $22,175 and a brand new car. WTG MATKINS!"
1200,931,2,Joey Scafetta ,"(Extreme Mordecai Voice) OHHHHHHH, 3 IN A ROOOOOOOOOOOOOOOOOOOOOOOWWWWWWWWWWW!!!!"
1201,931,3,Charles Shen ,Total of 6 car winning families so far this season.  Only 4 last season cause Toyota C-HR is too small.
1202,931,4,jpgenius ,"No, there were 10 last season."
1203,931,5,jpgenius ,SO happy for the Matkins! And that’s the first time I’ve seen 3 car wins in a row. 👏🏾🚙🎊
1204,931,6,Matthew Yothers ,"Amazing, first, the Grier family vs the Hagemann family, then the Wester family vs the Gant family, then the Schmidt family vs the Woods family, and NOW the Flowers family vs the Matkin family. That’s 4 times so far that we’ve had 2 car winners against each other."
1205,932,1,Matthew Yothers ,"YES, the Crum family has won $30,000, and they get to conclude the week. But darn, the Mossers were so close to winning $20,000 by only 21 points, better luck next time, guys."
1206,932,2,jpgenius ,Yay Crums!
1207,933,1,jpgenius ,"Bravo, Bravos! (See what I did there?) And Mossers! The Crums sure won big, though."
1208,933,2,Joey Scafetta ,"Yeah, I know."
1209,934,1,jpgenius ,"Funny FM by the Trans. 😂 And keep it going, Mossers."
1210,935,1,Matthew Yothers ,"WTG Mossers, especially Robin, I hope you guys make it 4 cars in a row for Group 2!"
1211,935,2,Matthew Yothers ,"Also, I’m so glad Cameron got 10 lbs. for the first question, otherwise he would’ve been in trouble."
1212,935,3,jpgenius ,GO ROBYN!!! And the Trans are on a nice roll! 👏🏾
1213,936,1,Matthew Yothers ,"WOW! The Mossers have put up a record-breaking 4 cars in a row! Brutal attempt in Fast Money by both Robin and Cameron, but they’re still leaving with $41,885 and a brand new Jeep Cherokee. Congrats, guys!"
1214,936,2,Matthew Yothers ,"And also, Robin thought Steve said F for the second question, so they gave her more time on the last one."
